ID,Proj No,Project,Output Code,Month,Year,Value,Stat,Impact Indicator Old,Impact Indicator New,Unit,Valid,Original?,Notes/More detail required?,Project2,Historic/Logframe,Source,Verification,project_id,id
1706,20,Maldives,O.1.8,?,2020,7,"The Ministry of Envrionment, Climate Change and Technology used Blue Marine's reports to justify Laamu's  7 new MPAs.",1.4.3,1.1.2,Number of changes,1,0.0,,,Logframe,,,,
1711,20,Maldives,O.1.8,,2021,2,"MoU signed with Laamu Atoll Council and Ministry of Environment, Climate Change and Technology to support Laamu's MPAs.",1.4.3,1.1.2,Number of changes,1,0.0,,,Logframe,,,,
728,20,Maldives,,Nov,2022,500,"Educational activities include school visits, snorkelling camps (which to date have reached over 500 children)",,5.3.1,Number of stakeholders,1,0.0,,,Historic,75,,,
1856,20,Maldives,O.1.6,,2023,1,"Laamu coral reef assessment report 2022 compiled for public sharing.
Completed 45 LEK interviews in Haa Alifu and Haa Dhaalu atolls.
Completed historical literature review from 1910-1975.
Completed 12 months ground and marine water quality assessments on three islands, bi-annual assessments on two islands and three reef sites. ",1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1.0,,,Logframe,,,,
1885,20,Maldives,O.1.1,,2022,,Laamu Hithadhoo Council has announced their intention to establish a community conservation area ,Progress,Progress,-,,,,,Logframe,,,,
1886,20,Maldives,O.1.5,,2022,1,Laamu Hithadhoo Council has announced their intention to establish a community conservation area to protect a critical grouper spawning aggregation.,1.3.3,1.4.1,Number of species and/or habitats ,,,,,Logframe,,,,
1887,35,Jersey,O.7.3,Sept,2023,1,Les Sauvages Report completed and submitted to GOJ in September 2023,1.4.1,1.1.1,"Reports, investigations, published papers or similar",1,1.0,,,Logframe,,,,
1893,20,Maldives,O.1.6,,2022,15,15: Completed 45 interviews on Laamu Atoll and completed an initial analysis of 15 interviews. ,Progress,Progress,-,,,,,Logframe,,,,
1895,20,Maldives,O.1.7,,2022,1,Laamu fisher meeting report shared with the government.,Progress,Progress,-,,,,,Logframe,,,,
1896,20,Maldives,O.1.8,,2022,1,MoU signed with Laamu Hithadhoo Council to establish a Community Conservation Area,1.4.3,1.1.2,Number of changes,1,1.0,,,Logframe,,,,
1897,20,Maldives,O.1.1,,2023,5.83,Laamu Hithadhoo Community Conservation Area in the final stages of being announced.,Progress,Progress,-,,,,,Logframe,,,,
1898,20,Maldives,O.1.2,,2023,5.83,Draft regulation was submitted to LGA for gazetting in September 2023.,1.1.2,1.2.2,designated km2,,,,,Logframe,,,,
1899,20,Maldives,O.1.3,,2023,1,Hithadhoo CCA Management plan drafted & presented to Hithadhoo Council and at 4 stakeholder consultation meetings held. Report written. Feedback included in the management plan.,Progress,Progress,-,,,,,Logframe,,,,
1900,20,Maldives,O.1.5,,2023,4,"Laamu's MPAs (Vadinolhi, Fushi, Gaadhoo) and Hithadhoo CCA are grouper spawning sites ",1.3.3,1.4.1,Number of species and/or habitats ,,,,,Logframe,,,,
1902,20,Maldives,O.1.7,,2023,3,"The following reports have been shared with the Government and ENDhERI Project MPA management plan and Natural Capital development consultants:
-Laamu coral reef assessment report 2022 
-Laamu fisheries biomass study 2022
-Laamu gleaning fishery report 2022",1.4.2,Removed,,,,,,Logframe,,,,
1903,20,Maldives,O.2.1,,2020,1,All species of parrotfish protected in the Maldives two month's after Blue Marine's #FishForTomorrow campaign.,2.1.1,1.1.2,Number of changes,1,,,,Logframe,,,,
1904,20,Maldives,O.2.2,,2020,1,Grouper fisher management report finalized,3.4.1,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1.0,,,Logframe,,,,
1905,20,Maldives,O.2.3,,2020,1,Grouper fisher management report shared with the government.,Progress,Progress,-,,,,,Logframe,,,,
1906,20,Maldives,O.2.1,,2021,0,The Maldives shark fishing ban maintained through Blue Marine's #SaveOurSharks campaign,2.1.1,4.1.2,Number of policy instruments/regulations or similar influenced,1,,,,Logframe,,,,
1908,20,Maldives,O.2.3,,2021,1,Laamu resource use survey report shared with the government.,3.4.2,Removed,,,,,,Logframe,,,,
1909,20,Maldives,O.2.6,,2021,31,30 male fishers and 1 female fisher attended the Laamu fisher forum.,3.2.2,5.6.1,Number of stakeholders,,,,,Logframe,,,,
1910,20,Maldives,O.2.2,,2022,4,"Laamu Fisher Forum report complied.
Fish biomass being removed from Laamu's reefs
fish biomass on Laamu's reefs
gleaning fishery report.",3.4.1,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,1.0,,,Logframe,,,,
1911,20,Maldives,O.2.3,,2022,1,Laamu Fisher Forum report shared with the government.,Progress,Progress,-,,,,,Logframe,,,,
1913,20,Maldives,O.2.3,,2023,4,"The following reports have been shared with the Government and ENDhERI Project MPA management plan and Natural Capital development consultants:
-Laamu coral reef assessment report 2022 
-Laamu fisheries biomass study 2022
-Laamu gleaning fishery report 2022.
-Assessment of Laamaseelu Masveriyaa programme at Six Senses Laamu 2022 ",Progress,Progress,-,,,,,Logframe,,,,
1914,20,Maldives,O.3.1,,2020,37,"37 resorts supported the #ProtectMaldivesSeagrass campaign.
Laamaseelu Masveriyaa programme active at Six Senses Laamu.",4.2.3,5.3.3,Percentage,,,,,Logframe,,,,
1915,20,Maldives,O.3.2,,2020,1,Six Senses Laamu,Progress,Progress,-,,,,,Logframe,,,,
1916,20,Maldives,O.3.3,,2020,11,11 resorts submitted seagrass monitoring data,Progress,Progress,-,,,,,Logframe,,,,
1917,20,Maldives,O.3.5,,2020,1,Six Senses Laamu,5.4.3,5.6.3,Number of member organisations/‌representatives,,,,,Logframe,,,,
1918,20,Maldives,O.3.6,,2020,1,Six Senses Laamu was awarded the World Travel Market Responsible Tourism Awards– Gold Award for Wildlife and Nature Conservation,Progress,Progress,-,,,,,Logframe,,,,
1919,20,Maldives,O.3.1,,2021,81,"23 resorts, 11 guesthouses and 47 tour operators in the Maldives supported Blue Marine's #SaveOurSharks campaign.
Laamaseelu Masveriyaa programme active at Six Senses Laamu.",4.2.3,5.3.3,Percentage,,,,,Logframe,,,,
1920,20,Maldives,O.3.6,,2021,1,Six Senses Laamu was awarded the The Regenerative Travel Impact Awards 2021,Progress,Progress,-,,,,,Logframe,,,,
1921,20,Maldives,O.3.1,,2023,24,"Laamaseelu Masveriyaa programme active at Six Senses Laamu.
03 tourist resorts confirmed partnership for the roll-out the Laamaseelu Masveriyaa programme in Aug.
20 tourism operators signed up to the #GentletoGiants campaign in Mar.",4.2.3,5.3.3,Percentage,,,,,Logframe,,,,
1922,20,Maldives,O.3.2,,2023,3,"Six Senses Laamu (already achieved)
Amilla Fushi Resort and Residences, Ayada Maldives and Six Senses Kanuhuraa in Dec",Progress,Progress,-,,,,,Logframe,,,,
1907,20,Maldives,O.2.2,,2021,1,Laamu resource use survey report compiled.,3.4.1,3.1.1,"Reports, ‌investigations, published papers or similar (please specify).",1,0.0,,,Logframe,,,,
1923,20,Maldives,O.3.3,,2023,10,"31 resorts shared fish and seafood landing information with MRR.
Six Senses Laamu sharing fish landings data",Progress,Progress,-,1,,,,Logframe,,,,
1924,20,Maldives,O.3.4,July,2023,0,"1 meeting held each with Rahaa resort (26 May) and Nazaki guesthouse (4 July), who agree to sustainable tourism standards. Standards drafted.",Progress,Progress,-,,,,,Logframe,,,,
1926,20,Maldives,O.3.6,,2023,3,Six Senses Laamu won 3 awards. 2023 Skål Sustainable Tourism Award in the Marine and Coastal category. 2023 Aspire Award as the Sustainability Initiative of the Year. 2023 Ministry of Tourism awards in the Environmental Sustainability and the Community Engagement categories,Awards,Awards,Awards,,,,,Logframe,,,,
1928,20,Maldives,O.4.2,,2023,123,"09 Laamaseelu Masveriyaa programme fishers attended quarterly fisher meeting in January, 12 in April, 05 in September.
07 boat crew from Six Senses Laamu trained on recreational reef fishery CoC in May and 03 in July.
07 people from Laamu certified as PADI OW divers and trained on the national coral reef monitoring protocols in July 2023.
09 young people from Hithadhoo trained on seagrass citizen science in July 2023.

04 tourism operators and research organisations attended CCA management planning meetings (Aug).
12 fishers received Masmahaaveshi training in April at the 2nd LSMV quarterly meeting. 28 fishers from Hithadhoo and Maamendhoo received Masmahaaveshi training in June. 08 fishers from Kunahandhoo received Masmahaaveshi training in October.
37 students from Hithadhoo school completed 2 Masmahaaveshi modules in June.
 89 fishers, 10 local community and 138 tourism staff received training on sustainable reef fisheries/ Masmahaaveshi
14 Edinburgh Ocean Leaders team members hosted by MRR in Oct.
03 PhD students supported (Jess Arnull, Mathew Floyd and Stephanie Heilber)
07 MRR team members participated in trainings: 05 National Coral Reef Monitoring training of trainers (Jan),  01 Natural Capital Accounting workshop (Mar), 01 PADI Rescue diver (Mar), 02 PADI OWC (Jun and Nov), 01 PADI AOWC (Jul), 04 attended the Maldives Marine Expo (Mar), 04 Addu Coral Festival (Apr), 02 Little Big Festival (June), 02 attended SANH lab analysis training (Jul), 03 SANH Annual Conference (Oct), 01 Climate Manifesto development workshop (Nov), 01 Sustainable Tourism Forum (Dec).",4.1.2,5.2.2,Number of non-monetary beneficiaries,1,1.0,Split when time,,Logframe,,,,
1930,20,Maldives,,,2023,1186079,"5147 followers on MRR Facebook page (3351 Males, 1796 Females)
2866 followers on MRR Instagram page (1439 Males, 1427 Females)
1830 followers on MRR Twitter page.
1,176,236 people reached with #BeGentletoGiants social media campaign.",Digital views,Digital views,Digital views,,,,,Logframe,,,,
1931,20,Maldives,O.4.4,,2023,147,"03 Laamaseelu Masveriyaa programme quarterly meeting (January, April, September)
07 Animated videos produced.
24 infographics produced (12 English, 12 Dhivehi)
01 Online education portal (Masmahaaveshi) site developed.
01 fish and seafood sourcing questionnaire for tourist resorts.
01 CCA perception questionnaire for Laamu Hithadhoo community (March)
28 guest presentations and 48 snorkeling tours at Six Senses Laamu.
12 Laamaseelu Masveriyaa monthly reports shared with resort management.
03 fisher focus groups in Hithadhoo, Maamendhoo and Kunahandhoo (June x 2 islands, October x 1 island)
01 mangrove clean-up event in Hithadhoo (June)
01 Masmahaaveshi in-person training session in Hithadhoo (June)
01 PADI OWD course for coral reef citizen scientists (November)
01 mangrove citizen science training for Laamu community members (November)
01 seagrass citizen science workshop in Hithadhoo (July)
26 resort staff and 17 local community education sessions conducted for LSMV roll-out",4.2.2,5.3.2,Tools/‌activities,1,1.0,Split when time,,Logframe,,,,
2001,35,Jersey,O.4.1,July,2023,356,"14 snorkel trail education sessions were filled by 12 schools (two schools took two packages each) and completed between June and July, reaching 356 children in total",4.2.1,5.5.1,Number of students/general public,1,1.0,,,Logframe,,,,
2002,35,Jersey,O.4.2,July,2023,12,"12 schools are signed up, including two schools which have taken two spaces each. Citizen science app has been drafted and trialled and needs final sign off from the MBS of the SJ prior to official release.

All 12 schools have completed the programme and the app has been released",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2004,35,Jersey,TBC,July,2023,12,"12 schools are signed up, including two schools which have taken two spaces each. Citizen science app has been drafted and trialled and needs final sign off from the MBS of the SJ prior to official release.

All 12 schools have completed the programme and the app has been released",Schools,5.5.2,Number of schools,1,1.0,,,Logframe,,,,
2005,35,Jersey,TBC,July,2022,6,6 schools took part in 2022 snorkel education programme,Schools,5.5.2,Number of schools,1,1.0,,,Logframe,,,,
2006,35,Jersey,TBC,July,2023,1,Snorkel education programme run across 6 weeks,Edu progs,5.5.3,Number of packages/‌initiatives,1,1.0,,,Logframe,,,,
2007,35,Jersey,TBC,July,2022,1,Snorkel education programme run across 6 weeks,Edu progs,5.5.3,Number of packages/‌initiatives,1,1.0,,,Logframe,,,,
2008,62,Italy,O.2.4,Sept,2022,1,technical report finalized (sept),1.4.1,1.1.1,"Reports, investigations, published papers or similar",,1.0,,,Logframe,,,,
2011,35,Jersey,O.5.3,Sept,2023,,Ambition of marine park announced by Environment Minister of Jersey ,Progress,Progress,-,,,,,Logframe,,,,
2014,35,Jersey,TBC,July,2022,1,Two snorkel trail signs were installed in July 2022. ,Progress,Progress,-,,,,,Logframe,,,,
2018,35,Jersey,O.9.2,Sept,2023,1,"Jersey Hand Dived branding helped to secure a processing unit for Toby Greatbatch in September 2023. This has also allowed him to have further government support and access to funding. All local scallop divers (8) will be able to land to this unit, benefitiing the entire scallop diving fleet",4.1.1,5.2.1,Number of monetary beneficiaries,1,1.0,8 indirect beneficiaries?,,Logframe,,,,
2019,35,Jersey,O.9.3,Sept,2023,722,"As of 28/09/23

JHD:
594 followers on instagram
32537 views of instagram reels

Jersea:
450 followers on instagram
34585 views of instagram reels",Digital views,Digital views,Digital views,,,,,Logframe,,,,
2023,35,Jersey,U.9,,2022,1000,1000: Attendees to marine mission event (Jersey Marine Mission event- Blue Marine had a stand (1000 is a conservative estimate)),4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2024,35,Jersey,U.9,,2022,270,JMC WOD day approx 270 children,Students,5.5.1,Number of students/general public,1,1.0,Have queried with Freddie,,Logframe,,,,
2025,35,Jersey,U.9,,2022,1400,OCL WOD approx 1400,Students,5.5.1,Number of students/general public,1,1.0,Have queried with Freddie,,Logframe,,,,
2027,35,Jersey,U.20,,?,1,"Blue Marine created a pre-recorded lesson which was broadcased live to schools across Jersey and Guernsey
",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2028,35,Jersey,U.21,Sept,2023,160,"Blue Marine held a stand at an community outreach event, ""Discover Beaches"", in partnership with Jersey Heritage and Jersey Geopark.
As part of this, Blue staff also helped guide a rockpooling session with the National Trust for Jersey.
Attendees: 160",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2044,62,Italy,O.3.1,June,2023,,"Q2: (april-june) meetings between MPA, fishers and other marine stakolders on the way for the MPA enlargement.  ",Progress,Progress,-,,,,,Logframe,,,,
2051,62,Italy,O.3.3,Sept,2023,1,"An event involving a delegation of 94 people (fishers, FLAGs, administrators, technical personnel)  from Greece and 24 local fishers operating as ‘pescaturismo’, to promote and spread ‘pescaturismo’ as an economic diversification and as a low-impact fishing activity",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2052,62,Italy,O.3.4,Sept,2023,94,"An event involving a delegation of 94 people (fishers, FLAGs, administrators, technical personnel)  from Greece and 24 local fishers operating as ‘pescaturismo’, to promote and spread ‘pescaturismo’ as an economic diversification and as a low-impact fishing activity",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2070,62,Italy,O.4.1,Sept,2023,,- 2 mooring buoys positioned,Progress,Progress,-,,,,,Logframe,,,,
2071,62,Italy,O.4.2,,2023,1,1 online meeting with diving centres from Lampedusa,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2072,62,Italy,O.4.2,,2023,1,Presentation of the project to the BIT ,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2073,62,Italy,O.4.2,,2023,1,Presentation of the project to the classes of the Istituto Omnicomprensivo Luigi Pirandello,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2074,62,Italy,O.4.2,,2023,1,1 national workshop from SZN on elasmobranchs in Naples for spreading results to the scientific community/national institutions/NGOs who attended the meeting,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2083,62,Italy,O.4.3,Sept,2023,1000, > 1000,Digital views,Digital views,Digital views,,,,,Logframe,,,,
2084,62,Italy,O.4.3,Sept,2023,30,- 10 fishers + 20 from NGOs/Tunisian research institutes,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
448,35,Jersey,,,2022,180,"Our education outreach programme allowed over
180 schoolchildren to learn about Jersey’s marine
environment and how to snorkel, fully immersing
themselves in Jersey’s waters.",,5.5.1,Number of students/general public,1,0.0,,,Historic,58,,,
2088,62,Italy,O.7.1,Sept,2023,,one collection of historical data through interviews + information processing,Progress,Progress,-,,,,,Logframe,,,,
2090,62,Italy,O.7.2,,2023,,Q1: preparation of the first graphic material,Progress,Progress,-,,,,,Logframe,,,,
2091,62,Italy,O.7.2,,2023,1,"Q2: (may-june):Monk seal brochures, distributed successfully in Elba, Capraia, Pianosa and Giglio.",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2092,62,Italy,O.7.2,,2023,1,"Q3 (July-sept): 3.410 tools (brochures, posters) distributed successfully around the islands. ",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2093,62,Italy,O.7.2,,2023,,"Q4:- On December, the preparation of new dissemination material is started. It will be distributed during the last event of the project, held in Portoferraio at the headquarters of the Coast Guard next January 2024.",Progress,Progress,-,,,,,Logframe,,,,
2094,62,Italy,O.7.2,,2023,1,"- On December 14th, a workshop dedicated to the monk seal in the Mediterranean Sea, together with the presentation of the photographic book ‘Out of the blue’, was finalized successfully. ",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2097,62,Italy,O.7.3,,2023,498,Q3: 177 children + 321 tourists engaged successfully,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2099,62,Italy,O.7.3,Sept,2023,3410,"3.410 tools (brochures, posters) distributed successfully around the islands. ",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2106,62,Italy,O.7.5,Sept,2023,,collection of historical data through interviews with local experts in the islands of Giglio and Pianosa,Progress,Progress,-,,,,,Logframe,,,,
2107,62,Italy,O.7.5,Sept,2023,,"processing the information in Giglio and Elba Islands, collected last June. ",Progress,Progress,-,,,,,Logframe,,,,
2108,62,Italy,O.7.6,June,2023,,2 new caves potentially suitable for monk seals have been found in Elba and Giglio. They will be further examined by ISPRA in next future. ,Progress,Progress,-,,,,,Logframe,,,,
2114,62,Italy,O.8.1,Sept,2023,97,"Summer schools: 14 teachers/researchers, 1 diving centre, 80 participants to the event from the local community, 1 mayor and 2 council members from Santa Marina",4.1.2,5.2.2,Number of non-monetary beneficiaries,1,1.0,,,Logframe,,,,
2115,62,Italy,O.8.1,Sept,2023,6,"Dolphin explorers: 2 researchers, 4 teachers",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
590,35,Jersey,,May,2023,430,Schoolchildren taking part in the snorkel trail,,5.5.1,Number of students/general public,1,0.0,Personal knowledge,,Historic,,,,
628,35,Jersey,,Jun,2022,180,Snorkel trail students,,5.5.1,Number of students/general public,1,0.0,Check logframe for value,,Historic,1,,,
2116,62,Italy,O.8.1,Sept,2023,11,"Makerzine: 10 teachers, 1 artist sharing a prize",4.2.1,5.3.1,Number of stakeholders,1,,,,Logframe,,,,
2117,62,Italy,O.8.1,Sept,2023,,ResponSEAble seafood guide: all tourists visiting the islands by ship (not calculable),4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2118,62,Italy,O.8.1,Sept,2023,2,Marine birds/sea turtles/lizard monitoring: 2 researchers,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2129,62,Italy,O.8.2,Sept,2023,19,* 9 students from Salina and 10 from Panarea (summer scghools) school,Students,5.5.1,Number of students/general public,1,1.0,,,Logframe,,,,
2130,62,Italy,O.8.2,Sept,2023,55,* 10 students from Filicudi and 45 from Lipari (Dolphins Explorers),Students,5.5.1,Number of students/general public,1,1.0,,,Logframe,,,,
2131,62,Italy,O.8.2,Sept,2023,24,* 24 students from Lipari (Windgs of the Sea).,Students,5.5.1,Number of students/general public,1,1.0,,,Logframe,,,,
2132,62,Italy,O.8.2,Sept,2023,2,* 2 local girls form video animation.,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2133,62,Italy,O.8.2,Sept,2023,500,"* 500 copies to children from local middle-school classes, 800 copies to local env. NGO and 700 copies to Italian MPA working with Blue (makerzine)",Students,5.5.1,Number of students/general public,1,1.0,,,Logframe,,,,
2141,62,Italy,O.8.3,Sept,2023,7,"Q3: 7 activities: Adopt a beach, 2 summer schools, dolphin explorers, video animation, makerzines, ResponSEAble seafood guide, marine birds monitoring.",4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2154,62,Italy,O.10.5,Sept,2023,1,* 8th-19th Sept: one presentation of the project at the Shark Expert meeting. 12 people reached.,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2157,62,Italy,O.10.5,Sept,2023,1,*12th-16th Sept: one event in Sfax ‘Sustainable Management of Natural Ecosystems for an Ecological Transition Forum: Act before Suffering!’. About 40 attendees.,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2158,62,Italy,O.10.5,Sept,2023,1,* 29th September: European Researcher’s Night in Lampione island,4.2.2,5.3.2,Tools/‌activities,1,1.0,,,Logframe,,,,
2161,62,Italy,O.10.6,Sept,2023,95,"Different stakeholders (Administration, NGOs, fishers, researchers) attended the four meetings in Tunisia: 12 people involved by SZN and 95 people involved by Ascob-Syrtis. ",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2162,62,Italy,O.10.6,Sept,2023,70,"- SZN researchers participated in the European Researcher’s Night held in the Pelagie MPA office, on the 29th of September. Around 70 people joined.",4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2163,62,Italy,O.10.6,Sept,2023,12,* 8th-19th Sept: one presentation of the project at the Shark Expert meeting. 12 people reached.,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2166,62,Italy,O.10.6,Sept,2023,40,*12th-16th Sept: one event in Sfax ‘Sustainable Management of Natural Ecosystems for an Ecological Transition Forum: Act before Suffering!’. About 40 attendees.,4.2.1,5.3.1,Number of stakeholders,1,1.0,,,Logframe,,,,
2167,62,Italy,O.10.6,Sept,2023,1,"General public has been reached through The interviews released to The radio and newspaper, during October and November.",Progress,Progress,-,,,,,Logframe,,,,
2168,62,Italy,O.11.5,?,2023,,Q1: A total of two social posts (on IG and FB) launched the project on social platforms; seven local newspapers spoke about the Blue Marine project and two project description have been reported on the MPA page.,Progress,Progress,-,,,,,Logframe,,,,
